Degree Name,Grad Year,ScriptNotes,Academic Unit,Unit URI,Final URI,Comment
Oceanography,1984,NO URIS FOUND FOR THIS DEGREE AND YEAR,School of Oceanography,http://opaquenamespace.org/ns/osuAcademicUnits/AZeIL0cg,http://opaquenamespace.org/ns/osuAcademicUnits/AZeIL0cg,
Oceanography,1985,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Oceanography,http://opaquenamespace.org/ns/osuAcademicUnits/98JKhHK7,http://opaquenamespace.org/ns/osuAcademicUnits/98JKhHK7,
Oceanography,1986,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Oceanography,http://opaquenamespace.org/ns/osuAcademicUnits/98JKhHK7,http://opaquenamespace.org/ns/osuAcademicUnits/98JKhHK7,
Oceanography,1987,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Oceanography,http://opaquenamespace.org/ns/osuAcademicUnits/98JKhHK7,http://opaquenamespace.org/ns/osuAcademicUnits/98JKhHK7,
Oceanography,1988,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Oceanography,http://opaquenamespace.org/ns/osuAcademicUnits/98JKhHK7,http://opaquenamespace.org/ns/osuAcademicUnits/98JKhHK7,
Oceanography,1989,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Oceanography,http://opaquenamespace.org/ns/osuAcademicUnits/98JKhHK7,http://opaquenamespace.org/ns/osuAcademicUnits/98JKhHK7,
Oceanography,1990,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Oceanography,http://opaquenamespace.org/ns/osuAcademicUnits/98JKhHK7,http://opaquenamespace.org/ns/osuAcademicUnits/98JKhHK7,
Oceanography,1991,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Oceanography,http://opaquenamespace.org/ns/osuAcademicUnits/98JKhHK7,http://opaquenamespace.org/ns/osuAcademicUnits/98JKhHK7,
Oceanography,1992,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Oceanography,http://opaquenamespace.org/ns/osuAcademicUnits/98JKhHK7,http://opaquenamespace.org/ns/osuAcademicUnits/98JKhHK7,
Oceanography,1993,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Oceanography,http://opaquenamespace.org/ns/osuAcademicUnits/98JKhHK7,http://opaquenamespace.org/ns/osuAcademicUnits/98JKhHK7,
Oceanography,1994,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Oceanic and Atmospheric Sciences,http://opaquenamespace.org/ns/osuAcademicUnits/55bZg7Ib,http://opaquenamespace.org/ns/osuAcademicUnits/55bZg7Ib,
Oceanography,1995,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Oceanic and Atmospheric Sciences,http://opaquenamespace.org/ns/osuAcademicUnits/55bZg7Ib,http://opaquenamespace.org/ns/osuAcademicUnits/55bZg7Ib,
Oceanography,1996,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Oceanic and Atmospheric Sciences,http://opaquenamespace.org/ns/osuAcademicUnits/55bZg7Ib,http://opaquenamespace.org/ns/osuAcademicUnits/55bZg7Ib,
Oceanography,1997,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Oceanic and Atmospheric Sciences,http://opaquenamespace.org/ns/osuAcademicUnits/55bZg7Ib,http://opaquenamespace.org/ns/osuAcademicUnits/55bZg7Ib,
Oceanography,1998,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Oceanic and Atmospheric Sciences,http://opaquenamespace.org/ns/osuAcademicUnits/55bZg7Ib,http://opaquenamespace.org/ns/osuAcademicUnits/55bZg7Ib,
Oceanography,1999,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Oceanic and Atmospheric Sciences,http://opaquenamespace.org/ns/osuAcademicUnits/55bZg7Ib,http://opaquenamespace.org/ns/osuAcademicUnits/55bZg7Ib,
Oceanography,2000,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Oceanic and Atmospheric Sciences,http://opaquenamespace.org/ns/osuAcademicUnits/55bZg7Ib,http://opaquenamespace.org/ns/osuAcademicUnits/55bZg7Ib,
Oceanography,2001,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Oceanic and Atmospheric Sciences,http://opaquenamespace.org/ns/osuAcademicUnits/55bZg7Ib,http://opaquenamespace.org/ns/osuAcademicUnits/55bZg7Ib,
Oceanography,2002,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Oceanic and Atmospheric Sciences,http://opaquenamespace.org/ns/osuAcademicUnits/55bZg7Ib,http://opaquenamespace.org/ns/osuAcademicUnits/55bZg7Ib,
Oceanography,2003,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Oceanic and Atmospheric Sciences,http://opaquenamespace.org/ns/osuAcademicUnits/55bZg7Ib,http://opaquenamespace.org/ns/osuAcademicUnits/55bZg7Ib,
Oceanography,2004,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Oceanic and Atmospheric Sciences,http://opaquenamespace.org/ns/osuAcademicUnits/55bZg7Ib,http://opaquenamespace.org/ns/osuAcademicUnits/55bZg7Ib,
Oceanography,2005,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Oceanic and Atmospheric Sciences,http://opaquenamespace.org/ns/osuAcademicUnits/55bZg7Ib,http://opaquenamespace.org/ns/osuAcademicUnits/55bZg7Ib,
Oceanography,2006,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Oceanic and Atmospheric Sciences,http://opaquenamespace.org/ns/osuAcademicUnits/55bZg7Ib,http://opaquenamespace.org/ns/osuAcademicUnits/55bZg7Ib,
Oceanography,2007,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Oceanic and Atmospheric Sciences,http://opaquenamespace.org/ns/osuAcademicUnits/55bZg7Ib,http://opaquenamespace.org/ns/osuAcademicUnits/55bZg7Ib,
Oceanography,2008,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Oceanic and Atmospheric Sciences,http://opaquenamespace.org/ns/osuAcademicUnits/55bZg7Ib,http://opaquenamespace.org/ns/osuAcademicUnits/55bZg7Ib,
Oceanography,2009,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Oceanic and Atmospheric Sciences,http://opaquenamespace.org/ns/osuAcademicUnits/55bZg7Ib,http://opaquenamespace.org/ns/osuAcademicUnits/55bZg7Ib,
Oceanography,2010,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Oceanic and Atmospheric Sciences,http://opaquenamespace.org/ns/osuAcademicUnits/55bZg7Ib,http://opaquenamespace.org/ns/osuAcademicUnits/55bZg7Ib,
Oceanography,2011,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Oceanic and Atmospheric Sciences,http://opaquenamespace.org/ns/osuAcademicUnits/55bZg7Ib,http://opaquenamespace.org/ns/osuAcademicUnits/55bZg7Ib,
Oceanography,2012,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Oceanic and Atmospheric Sciences,http://opaquenamespace.org/ns/osuAcademicUnits/55bZg7Ib,http://opaquenamespace.org/ns/osuAcademicUnits/55bZg7Ib,
Oceanography,2013,NO URIS FOUND FOR THIS DEGREE AND YEAR,"College of Earth, Ocean, and Atmospheric Sciences",http://opaquenamespace.org/ns/osuAcademicUnits/aCtPf2DZ,http://opaquenamespace.org/ns/osuAcademicUnits/aCtPf2DZ,
Oceanography,2014,NO URIS FOUND FOR THIS DEGREE AND YEAR,"College of Earth, Ocean, and Atmospheric Sciences",http://opaquenamespace.org/ns/osuAcademicUnits/aCtPf2DZ,http://opaquenamespace.org/ns/osuAcademicUnits/aCtPf2DZ,
Oceanography,2015,NO URIS FOUND FOR THIS DEGREE AND YEAR,"College of Earth, Ocean, and Atmospheric Sciences",http://opaquenamespace.org/ns/osuAcademicUnits/aCtPf2DZ,http://opaquenamespace.org/ns/osuAcademicUnits/aCtPf2DZ,
Oceanography,2016,NO URIS FOUND FOR THIS DEGREE AND YEAR,"College of Earth, Ocean, and Atmospheric Sciences",http://opaquenamespace.org/ns/osuAcademicUnits/aCtPf2DZ,http://opaquenamespace.org/ns/osuAcademicUnits/aCtPf2DZ,
Oceanography,2017,NO URIS FOUND FOR THIS DEGREE AND YEAR,"College of Earth, Ocean, and Atmospheric Sciences",http://opaquenamespace.org/ns/osuAcademicUnits/aCtPf2DZ,http://opaquenamespace.org/ns/osuAcademicUnits/aCtPf2DZ,
Oceanography.,2006,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Oceanic and Atmospheric Sciences,http://opaquenamespace.org/ns/osuAcademicUnits/55bZg7Ib,http://opaquenamespace.org/ns/osuAcademicUnits/55bZg7Ib,
Oceanography.,2007,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Oceanic and Atmospheric Sciences,http://opaquenamespace.org/ns/osuAcademicUnits/55bZg7Ib,http://opaquenamespace.org/ns/osuAcademicUnits/55bZg7Ib,
Oeanography,2013,NO URIS FOUND FOR THIS DEGREE AND YEAR,"College of Earth, Ocean, and Atmospheric Sciences",http://opaquenamespace.org/ns/osuAcademicUnits/aCtPf2DZ,http://opaquenamespace.org/ns/osuAcademicUnits/aCtPf2DZ,
Organic Chemistry,1931,NO URIS FOUND FOR THIS DEGREE AND YEAR,Chemistry,http://opaquenamespace.org/ns/osuAcademicUnits/63CzvEhc,http://opaquenamespace.org/ns/osuAcademicUnits/63CzvEhc,
Organic Chemistry,1936,NO URIS FOUND FOR THIS DEGREE AND YEAR,Chemistry,http://opaquenamespace.org/ns/osuAcademicUnits/63CzvEhc,http://opaquenamespace.org/ns/osuAcademicUnits/63CzvEhc,
Organic Chemistry,1938,NO URIS FOUND FOR THIS DEGREE AND YEAR,Chemistry,http://opaquenamespace.org/ns/osuAcademicUnits/63CzvEhc,http://opaquenamespace.org/ns/osuAcademicUnits/63CzvEhc,
Organic Chemistry,1939,NO URIS FOUND FOR THIS DEGREE AND YEAR,Chemistry,http://opaquenamespace.org/ns/osuAcademicUnits/63CzvEhc,http://opaquenamespace.org/ns/osuAcademicUnits/63CzvEhc,
Organic Chemistry,1941,NO URIS FOUND FOR THIS DEGREE AND YEAR,Chemistry,http://opaquenamespace.org/ns/osuAcademicUnits/63CzvEhc,http://opaquenamespace.org/ns/osuAcademicUnits/63CzvEhc,
Organic Chemistry,1942,NO URIS FOUND FOR THIS DEGREE AND YEAR,Chemistry,http://opaquenamespace.org/ns/osuAcademicUnits/63CzvEhc,http://opaquenamespace.org/ns/osuAcademicUnits/63CzvEhc,
Organic Chemistry,1944,NO URIS FOUND FOR THIS DEGREE AND YEAR,Chemistry,http://opaquenamespace.org/ns/osuAcademicUnits/63CzvEhc,http://opaquenamespace.org/ns/osuAcademicUnits/63CzvEhc,
Organic Chemistry,1946,NO URIS FOUND FOR THIS DEGREE AND YEAR,Chemistry,http://opaquenamespace.org/ns/osuAcademicUnits/63CzvEhc,http://opaquenamespace.org/ns/osuAcademicUnits/63CzvEhc,
Organic Chemistry,1947,NO URIS FOUND FOR THIS DEGREE AND YEAR,Chemistry,http://opaquenamespace.org/ns/osuAcademicUnits/63CzvEhc,http://opaquenamespace.org/ns/osuAcademicUnits/63CzvEhc,
Organic Chemistry,1948,NO URIS FOUND FOR THIS DEGREE AND YEAR,Chemistry,http://opaquenamespace.org/ns/osuAcademicUnits/63CzvEhc,http://opaquenamespace.org/ns/osuAcademicUnits/63CzvEhc,
Organic Chemistry,1950,NO URIS FOUND FOR THIS DEGREE AND YEAR,Chemistry,http://opaquenamespace.org/ns/osuAcademicUnits/63CzvEhc,http://opaquenamespace.org/ns/osuAcademicUnits/63CzvEhc,
Organic Chemistry,1952,NO URIS FOUND FOR THIS DEGREE AND YEAR,Chemistry,http://opaquenamespace.org/ns/osuAcademicUnits/63CzvEhc,http://opaquenamespace.org/ns/osuAcademicUnits/63CzvEhc,
Organic Chemistry,1953,NO URIS FOUND FOR THIS DEGREE AND YEAR,Chemistry,http://opaquenamespace.org/ns/osuAcademicUnits/63CzvEhc,http://opaquenamespace.org/ns/osuAcademicUnits/63CzvEhc,
Paleontology,1934,NO URIS FOUND FOR THIS DEGREE AND YEAR,,,,
Paleontology,1941,NO URIS FOUND FOR THIS DEGREE AND YEAR,,,,
Paleontology,1950,NO URIS FOUND FOR THIS DEGREE AND YEAR,,,,
Pharmaceutical Chemistry,1911,NO URIS FOUND FOR THIS DEGREE AND YEAR,School of Pharmacy,http://opaquenamespace.org/ns/osuAcademicUnits/kCPNowcV,http://opaquenamespace.org/ns/osuAcademicUnits/kCPNowcV,
Pharmaceutical Chemistry,1954,NO URIS FOUND FOR THIS DEGREE AND YEAR,School of Pharmacy,http://opaquenamespace.org/ns/osuAcademicUnits/kCPNowcV,http://opaquenamespace.org/ns/osuAcademicUnits/kCPNowcV,
Pharmaceutical Chemistry,1967,http://opaquenamespace.org/ns/osuAcademicUnits/9Ehgtegs,,,http://opaquenamespace.org/ns/osuAcademicUnits/9Ehgtegs,
Pharmaceutical Chemistry,1972,http://opaquenamespace.org/ns/osuAcademicUnits/9Ehgtegs,,,http://opaquenamespace.org/ns/osuAcademicUnits/9Ehgtegs,
Pharmaceutical Chemistry,1973,http://opaquenamespace.org/ns/osuAcademicUnits/9Ehgtegs,,,http://opaquenamespace.org/ns/osuAcademicUnits/9Ehgtegs,
Pharmaceutical Chemistry,1981,NO URIS FOUND FOR THIS DEGREE AND YEAR,,http://opaquenamespace.org/ns/osuAcademicUnits/9Ehgtegs,http://opaquenamespace.org/ns/osuAcademicUnits/9Ehgtegs,
Pharmaceutical Science,1967,http://opaquenamespace.org/ns/osuAcademicUnits/ygdrDmL9,,,http://opaquenamespace.org/ns/osuAcademicUnits/ygdrDmL9,
Pharmaceutical Science,1968,http://opaquenamespace.org/ns/osuAcademicUnits/ygdrDmL9,,,http://opaquenamespace.org/ns/osuAcademicUnits/ygdrDmL9,
Pharmaceutical Science,1970,http://opaquenamespace.org/ns/osuAcademicUnits/ygdrDmL9,,,http://opaquenamespace.org/ns/osuAcademicUnits/ygdrDmL9,
Pharmaceutical Science,1972,http://opaquenamespace.org/ns/osuAcademicUnits/ygdrDmL9,,,http://opaquenamespace.org/ns/osuAcademicUnits/ygdrDmL9,
Pharmaceutical Science,1974,http://opaquenamespace.org/ns/osuAcademicUnits/ygdrDmL9,,,http://opaquenamespace.org/ns/osuAcademicUnits/ygdrDmL9,
Pharmaceutical Science,1975,http://opaquenamespace.org/ns/osuAcademicUnits/ygdrDmL9,,,http://opaquenamespace.org/ns/osuAcademicUnits/ygdrDmL9,
Pharmaceutical Science,1977,http://opaquenamespace.org/ns/osuAcademicUnits/ygdrDmL9,,,http://opaquenamespace.org/ns/osuAcademicUnits/ygdrDmL9,
Pharmaceutical Science,1978,http://opaquenamespace.org/ns/osuAcademicUnits/ygdrDmL9,,,http://opaquenamespace.org/ns/osuAcademicUnits/ygdrDmL9,
Pharmaceutical Science,1979,NO URIS FOUND FOR THIS DEGREE AND YEAR,,http://opaquenamespace.org/ns/osuAcademicUnits/ygdrDmL9,http://opaquenamespace.org/ns/osuAcademicUnits/ygdrDmL9,
Pharmaceutical Science,1994,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Pharmacy,http://opaquenamespace.org/ns/osuAcademicUnits/fwcdH8Xq,http://opaquenamespace.org/ns/osuAcademicUnits/fwcdH8Xq,
Pharmaceutical Sciences,2017,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Pharmacy,http://opaquenamespace.org/ns/osuAcademicUnits/fwcdH8Xq,http://opaquenamespace.org/ns/osuAcademicUnits/fwcdH8Xq,
Pharmacognosy,1929,NO URIS FOUND FOR THIS DEGREE AND YEAR,Pharmacology and Pharmacognosy,http://opaquenamespace.org/ns/osuAcademicUnits/ZRC7tuM5,http://opaquenamespace.org/ns/osuAcademicUnits/ZRC7tuM5,
Pharmacognosy,1966,http://opaquenamespace.org/ns/osuAcademicUnits/G0WaInDV,,,http://opaquenamespace.org/ns/osuAcademicUnits/G0WaInDV,
Pharmacognosy,1967,http://opaquenamespace.org/ns/osuAcademicUnits/G0WaInDV,,,http://opaquenamespace.org/ns/osuAcademicUnits/G0WaInDV,
Pharmacognosy,1974,http://opaquenamespace.org/ns/osuAcademicUnits/G0WaInDV,,,http://opaquenamespace.org/ns/osuAcademicUnits/G0WaInDV,
Pharmacology,1934,NO URIS FOUND FOR THIS DEGREE AND YEAR,Pharmacology and Pharmacognosy,http://opaquenamespace.org/ns/osuAcademicUnits/ZRC7tuM5,http://opaquenamespace.org/ns/osuAcademicUnits/ZRC7tuM5,
Pharmacology,1939,NO URIS FOUND FOR THIS DEGREE AND YEAR,Pharmacology and Pharmacognosy,http://opaquenamespace.org/ns/osuAcademicUnits/ZRC7tuM5,http://opaquenamespace.org/ns/osuAcademicUnits/ZRC7tuM5,
Pharmacology,1953,NO URIS FOUND FOR THIS DEGREE AND YEAR,Pharmacology and Pharmacognosy,http://opaquenamespace.org/ns/osuAcademicUnits/ZRC7tuM5,http://opaquenamespace.org/ns/osuAcademicUnits/ZRC7tuM5,
Pharmacology,1968,http://opaquenamespace.org/ns/osuAcademicUnits/EMcNOj6N,,,http://opaquenamespace.org/ns/osuAcademicUnits/EMcNOj6N,
Pharmacology,1969,http://opaquenamespace.org/ns/osuAcademicUnits/EMcNOj6N,,,http://opaquenamespace.org/ns/osuAcademicUnits/EMcNOj6N,
Pharmacology,1970,http://opaquenamespace.org/ns/osuAcademicUnits/EMcNOj6N,,,http://opaquenamespace.org/ns/osuAcademicUnits/EMcNOj6N,
Pharmacology,1971,http://opaquenamespace.org/ns/osuAcademicUnits/EMcNOj6N,,,http://opaquenamespace.org/ns/osuAcademicUnits/EMcNOj6N,
Pharmacology,1972,http://opaquenamespace.org/ns/osuAcademicUnits/EMcNOj6N,,,http://opaquenamespace.org/ns/osuAcademicUnits/EMcNOj6N,
Pharmacology and Toxicology,1972,NO URIS FOUND FOR THIS DEGREE AND YEAR,School of Pharmacy,http://opaquenamespace.org/ns/osuAcademicUnits/kCPNowcV,http://opaquenamespace.org/ns/osuAcademicUnits/kCPNowcV,
Pharmacology and Toxicology,1973,NO URIS FOUND FOR THIS DEGREE AND YEAR,School of Pharmacy,http://opaquenamespace.org/ns/osuAcademicUnits/kCPNowcV,http://opaquenamespace.org/ns/osuAcademicUnits/kCPNowcV,
Pharmacology and Toxicology,1974,http://opaquenamespace.org/ns/osuAcademicUnits/efHLt7D2,,,http://opaquenamespace.org/ns/osuAcademicUnits/efHLt7D2,
Pharmacology and Toxicology,1975,http://opaquenamespace.org/ns/osuAcademicUnits/efHLt7D2,,,http://opaquenamespace.org/ns/osuAcademicUnits/efHLt7D2,
Pharmacology and Toxicology,1976,http://opaquenamespace.org/ns/osuAcademicUnits/efHLt7D2,,,http://opaquenamespace.org/ns/osuAcademicUnits/efHLt7D2,
Pharmacology and Toxicology,1977,http://opaquenamespace.org/ns/osuAcademicUnits/efHLt7D2,,,http://opaquenamespace.org/ns/osuAcademicUnits/efHLt7D2,
Pharmacology and Toxicology,1981,NO URIS FOUND FOR THIS DEGREE AND YEAR,School of Pharmacy,http://opaquenamespace.org/ns/osuAcademicUnits/kCPNowcV,http://opaquenamespace.org/ns/osuAcademicUnits/kCPNowcV,
Pharmacology and Toxicology,1982,NO URIS FOUND FOR THIS DEGREE AND YEAR,School of Pharmacy,http://opaquenamespace.org/ns/osuAcademicUnits/kCPNowcV,http://opaquenamespace.org/ns/osuAcademicUnits/kCPNowcV,
Pharmacy, ,MISSING GRADUATION YEAR,,,,
Pharmacy,1929,http://opaquenamespace.org/ns/osuAcademicUnits/xeMksjGr,,,http://opaquenamespace.org/ns/osuAcademicUnits/xeMksjGr,
Pharmacy,1932,NO URIS FOUND FOR THIS DEGREE AND YEAR,Practical Pharmacy,http://opaquenamespace.org/ns/osuAcademicUnits/ARhCOqdQ,http://opaquenamespace.org/ns/osuAcademicUnits/ARhCOqdQ,
Pharmacy,1933,NO URIS FOUND FOR THIS DEGREE AND YEAR,Practical Pharmacy,http://opaquenamespace.org/ns/osuAcademicUnits/ARhCOqdQ,http://opaquenamespace.org/ns/osuAcademicUnits/ARhCOqdQ,
Pharmacy,1937,NO URIS FOUND FOR THIS DEGREE AND YEAR,Practical Pharmacy,http://opaquenamespace.org/ns/osuAcademicUnits/ARhCOqdQ,http://opaquenamespace.org/ns/osuAcademicUnits/ARhCOqdQ,
Pharmacy,1938,NO URIS FOUND FOR THIS DEGREE AND YEAR,Practical Pharmacy,http://opaquenamespace.org/ns/osuAcademicUnits/ARhCOqdQ,http://opaquenamespace.org/ns/osuAcademicUnits/ARhCOqdQ,
Pharmacy,1946,NO URIS FOUND FOR THIS DEGREE AND YEAR,Practical Pharmacy,http://opaquenamespace.org/ns/osuAcademicUnits/ARhCOqdQ,http://opaquenamespace.org/ns/osuAcademicUnits/ARhCOqdQ,
Pharmacy,1951,http://opaquenamespace.org/ns/osuAcademicUnits/xeMksjGr,,,http://opaquenamespace.org/ns/osuAcademicUnits/xeMksjGr,
Pharmacy,1955,http://opaquenamespace.org/ns/osuAcademicUnits/xeMksjGr,,,http://opaquenamespace.org/ns/osuAcademicUnits/xeMksjGr,
Pharmacy,1956,http://opaquenamespace.org/ns/osuAcademicUnits/xeMksjGr,,,http://opaquenamespace.org/ns/osuAcademicUnits/xeMksjGr,
Pharmacy,1959,http://opaquenamespace.org/ns/osuAcademicUnits/xeMksjGr,,,http://opaquenamespace.org/ns/osuAcademicUnits/xeMksjGr,
Pharmacy,1960,http://opaquenamespace.org/ns/osuAcademicUnits/xeMksjGr,,,http://opaquenamespace.org/ns/osuAcademicUnits/xeMksjGr,
Pharmacy,1961,http://opaquenamespace.org/ns/osuAcademicUnits/xeMksjGr,,,http://opaquenamespace.org/ns/osuAcademicUnits/xeMksjGr,
Pharmacy,1962,NO URIS FOUND FOR THIS DEGREE AND YEAR,School of Pharmacy,http://opaquenamespace.org/ns/osuAcademicUnits/kCPNowcV,http://opaquenamespace.org/ns/osuAcademicUnits/kCPNowcV,
Pharmacy,1963,NO URIS FOUND FOR THIS DEGREE AND YEAR,School of Pharmacy,http://opaquenamespace.org/ns/osuAcademicUnits/kCPNowcV,http://opaquenamespace.org/ns/osuAcademicUnits/kCPNowcV,
Pharmacy,1964,NO URIS FOUND FOR THIS DEGREE AND YEAR,School of Pharmacy,http://opaquenamespace.org/ns/osuAcademicUnits/kCPNowcV,http://opaquenamespace.org/ns/osuAcademicUnits/kCPNowcV,
Pharmacy,1965,NO URIS FOUND FOR THIS DEGREE AND YEAR,School of Pharmacy,http://opaquenamespace.org/ns/osuAcademicUnits/kCPNowcV,http://opaquenamespace.org/ns/osuAcademicUnits/kCPNowcV,
Pharmacy,1966,NO URIS FOUND FOR THIS DEGREE AND YEAR,School of Pharmacy,http://opaquenamespace.org/ns/osuAcademicUnits/kCPNowcV,http://opaquenamespace.org/ns/osuAcademicUnits/kCPNowcV,
Pharmacy,1978,NO URIS FOUND FOR THIS DEGREE AND YEAR,School of Pharmacy,http://opaquenamespace.org/ns/osuAcademicUnits/kCPNowcV,http://opaquenamespace.org/ns/osuAcademicUnits/kCPNowcV,
Pharmacy,1979,NO URIS FOUND FOR THIS DEGREE AND YEAR,School of Pharmacy,http://opaquenamespace.org/ns/osuAcademicUnits/kCPNowcV,http://opaquenamespace.org/ns/osuAcademicUnits/kCPNowcV,
Pharmacy,1980,NO URIS FOUND FOR THIS DEGREE AND YEAR,School of Pharmacy,http://opaquenamespace.org/ns/osuAcademicUnits/kCPNowcV,http://opaquenamespace.org/ns/osuAcademicUnits/kCPNowcV,
Pharmacy,1981,NO URIS FOUND FOR THIS DEGREE AND YEAR,School of Pharmacy,http://opaquenamespace.org/ns/osuAcademicUnits/kCPNowcV,http://opaquenamespace.org/ns/osuAcademicUnits/kCPNowcV,
Pharmacy,1982,NO URIS FOUND FOR THIS DEGREE AND YEAR,School of Pharmacy,http://opaquenamespace.org/ns/osuAcademicUnits/kCPNowcV,http://opaquenamespace.org/ns/osuAcademicUnits/kCPNowcV,
Pharmacy,1983,NO URIS FOUND FOR THIS DEGREE AND YEAR,School of Pharmacy,http://opaquenamespace.org/ns/osuAcademicUnits/kCPNowcV,http://opaquenamespace.org/ns/osuAcademicUnits/kCPNowcV,
Pharmacy,1984,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Pharmacy,http://opaquenamespace.org/ns/osuAcademicUnits/fwcdH8Xq,http://opaquenamespace.org/ns/osuAcademicUnits/fwcdH8Xq,
Pharmacy,1985,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Pharmacy,http://opaquenamespace.org/ns/osuAcademicUnits/fwcdH8Xq,http://opaquenamespace.org/ns/osuAcademicUnits/fwcdH8Xq,
Pharmacy,1986,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Pharmacy,http://opaquenamespace.org/ns/osuAcademicUnits/fwcdH8Xq,http://opaquenamespace.org/ns/osuAcademicUnits/fwcdH8Xq,
Pharmacy,1987,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Pharmacy,http://opaquenamespace.org/ns/osuAcademicUnits/fwcdH8Xq,http://opaquenamespace.org/ns/osuAcademicUnits/fwcdH8Xq,
Pharmacy,1988,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Pharmacy,http://opaquenamespace.org/ns/osuAcademicUnits/fwcdH8Xq,http://opaquenamespace.org/ns/osuAcademicUnits/fwcdH8Xq,
